player_name,url,position,shoots,height,weight_lb,weight_kg,height_cm,birthdate,birthplace,college,high_school,draft,nba_debut,games,points,rebounds,assists,fg_percentage,fg3_percentage,ft_percentage,efg_percentage
Josh Akognon,https://www.basketball-reference.com/players/a/akognjo01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Greenbrae, California
us",,"Casa Grande in Petaluma, California",,"April 10, 2013",3,1.7,0.3,0.3,50.0,,-,62.5
DeVaughn Akoon-Purcell,https://www.basketball-reference.com/players/a/akoonde01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Orlando, Florida
us",Illinois State,"West Oaks Academy in Orlando, Florida",,"October 23, 2018",7,1.0,0.6,0.9,30.0,,50.0,30.0
Solomon Alabi,https://www.basketball-reference.com/players/a/alabiso01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Kaduna, Nigeria
ng",Florida State,"Montverde Academy in Montverde, Florida","Dallas Mavericks, 2nd round (20th pick, 50th overall), 2010 NBA Draft","November 13, 2010",26,1.5,2.3,0.2,31.4,,70.0,31.4
Mark Alarie,https://www.basketball-reference.com/players/a/alarima01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Phoenix, Arizona
us",Duke,"Brophy College Preparatory in Phoenix, Arizona","Denver Nuggets, 1st round (18th pick, 18th overall), 1986 NBA Draft","October 31, 1986",325,7.5,3.4,1.1,47.5,,77.5,48.3
Gary Alcorn,https://www.basketball-reference.com/players/a/alcorga01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Fresno, California
us",Fresno State,"Roosevelt in Fresno, California","Minneapolis Lakers, 13th round (1st pick, 83rd overall), 1958 NBA Draft, and Detroit Pistons, 3rd round (2nd pick, 18th overall), 1959 NBA Draft","October 18, 1959",78,3.3,4.2,0.3,29.3,,59.8,
Santi Aldama,https://www.basketball-reference.com/players/a/aldamsa01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Las Palmas, Spa",Loyola (MD),"Canterbury Academy in Las Palmas, Spain","Utah Jazz, 1st round (30th pick, 30th overall), 2021 NBA Draft","October 27, 2021",201,9.4,5.2,1.7,45.9,,70.3,54.4
Furkan Aldemir,https://www.basketball-reference.com/players/a/aldemfu01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Konak, Turkey
tr",,,"Los Angeles Clippers, 2nd round (23rd pick, 53rd overall), 2012 NBA Draft","December 15, 2014",41,2.3,4.3,0.7,51.3,,48.1,51.3
Cole Aldrich,https://www.basketball-reference.com/players/a/aldrico01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Burnsville, M",Kansas,"Thomas Jefferson in Bloomington, Minnesota","New Orleans Hornets, 1st round (11th pick, 11th overall), 2010 NBA Draft","October 31, 2010",339,3.1,3.3,0.5,52.7,,73.8,52.7
LaMarcus Aldridge,https://www.basketball-reference.com/players/a/aldrila01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Dallas, Texas
us",Texas,"Seagoville in Dallas, Texas","Chicago Bulls, 1st round (2nd pick, 2nd overall), 2006 NBA Draft","November 12, 2006",1076,19.1,8.1,1.9,49.3,,81.3,49.9
Chuck Aleksinas,https://www.basketball-reference.com/players/a/aleksch01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Litchfield, Connecticut
us",,"Wamogo in Litchfield, Connecticut","Chicago Bulls, 4th round (7th pick, 76th overall), 1982 NBA Draft","October 26, 1984",74,5.1,3.6,0.5,47.8,,73.3,47.8
Cliff Alexander,https://www.basketball-reference.com/players/a/alexacl01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",Kansas,"Curie in Chicago, Illinois",,"November 15, 2015",8,1.3,0.8,0.0,50.0,,-,50.0
Cory Alexander,https://www.basketball-reference.com/players/a/alexaco01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Waynesboro, Virg",Virginia,"Oak Hill Academy in Mouth of Wilson, Virginia","San Antonio Spurs, 1st round (29th pick, 29th overall), 1995 NBA Draft","November 4, 1995",307,5.5,1.6,2.7,38.9,,75.6,46.8
Courtney Alexander,https://www.basketball-reference.com/players/a/alexaco02.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Bridgeport, Connecticut
us",,"Jordan in Durham, North Carolina","Orlando Magic, 1st round (13th pick, 13th overall), 2000 NBA Draft","November 4, 2000",187,9.0,2.2,1.2,42.2,,81.3,43.5
Gary Alexander,https://www.basketball-reference.com/players/a/alexaga01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Jacksonville, Florida
us",South Florida,"William M. Raines in Jacksonville, Florida",,"November 5, 1993",11,1.7,1.4,0.2,57.1,,33.3,57.1
Joe Alexander,https://www.basketball-reference.com/players/a/alexajo01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Kaohsiung, Taiwan
tw",West Virginia,,"Milwaukee Bucks, 1st round (8th pick, 8th overall), 2008 NBA Draft","November 2, 2008",67,4.2,1.8,0.7,41.0,,69.8,44.2
Kyle Alexander,https://www.basketball-reference.com/players/a/alexaky01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Scarborough, Ontario
ca",Tennessee,"Athlete Institute in Mono, Canada",,"August 6, 2020",2,1.0,1.5,0.0,50.0,,-,50.0
Trey Alexander,https://www.basketball-reference.com/players/a/alexatr01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Oklahoma City, Oklahoma
us",Creighton,"Heritage Hall School in Oklahoma City, Oklahoma",,"October 24, 2024",10,0.9,0.1,0.3,25.0,,100.0,29.2
Ty-Shon Alexander,https://www.basketball-reference.com/players/a/alexaty01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Charlotte, North Carol",Creighton,,,"December 27, 2020",15,0.6,0.7,0.4,25.0,,50.0,33.3
Victor Alexander,https://www.basketball-reference.com/players/a/alexavi01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Detroit, Michigan
us",Iowa State,"Denby in Detroit, Michigan","Golden State Warriors, 1st round (17th pick, 17th overall), 1991 NBA Draft","November 1, 1991",286,8.9,4.8,0.9,51.8,,63.4,52.2
Nickeil Alexander-Walker,https://www.basketball-reference.com/players/a/alexani01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Toronto, Ontario
ca",Virginia Tech,"Hamilton Heights Christian in Chattanooga, Tennessee","Brooklyn Nets, 1st round (17th pick, 17th overall), 2019 NBA Draft","October 22, 2019",328,8.4,2.3,2.2,41.4,,73.3,51.0
Steve Alford,https://www.basketball-reference.com/players/a/alforst01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,Frankl,Indiana,"Chrysler in New Castle, Indiana","Dallas Mavericks, 2nd round (3rd pick, 26th overall), 1987 NBA Draft","November 6, 1987",169,4.4,0.9,1.0,45.9,,87.0,48.7
Rawle Alkins,https://www.basketball-reference.com/players/a/alkinra01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Brooklyn, New York
us",Arizona,"Word of God Academy in Raleigh, North Carolina",,"December 17, 2018",10,3.7,2.6,1.3,33.3,,66.7,37.2
Bill Allen,https://www.basketball-reference.com/players/a/allenbi01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,,New Mexico State,"Manual Arts in Los Angeles, California",,,38,7.9,7.1,0.6,42.9,,58.6,43.2
Bob Allen,https://www.basketball-reference.com/players/a/allenbo01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,,Marshall,,"San Francisco Warriors, 6th round (7th pick, 71st overall), 1968 NBA Draft","October 29, 1968",27,1.8,2.1,0.4,32.6,,55.6,
Grayson Allen,https://www.basketball-reference.com/players/a/allengr01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Jacksonville, Florida
us",Duke,"Providence School in Jacksonville, Florida","Utah Jazz, 1st round (21st pick, 21st overall), 2018 NBA Draft","October 22, 2018",362,10.5,3.0,2.0,44.8,,86.3,58.2
Jarrett Allen,https://www.basketball-reference.com/players/a/allenja01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"San Diego, California
us",Texas,"St. Stephen's Episcopal School in Austin, Texas","Brooklyn Nets, 1st round (22nd pick, 22nd overall), 2017 NBA Draft","October 20, 2017",516,12.7,9.2,1.6,63.3,,71.2,63.6
Jerome Allen,https://www.basketball-reference.com/players/a/allenje01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Penn,"The Episcopal Academy in Newtown Square, Pennsylvania","Minnesota Timberwolves, 2nd round (20th pick, 49th overall), 1995 NBA Draft","November 3, 1995",117,2.9,1.1,1.7,35.0,,63.0,41.1
Kadeem Allen,https://www.basketball-reference.com/players/a/allenka01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,Wilm,Arizona,"New Hanover in Wilmington, North Carolina","Boston Celtics, 2nd round (23rd pick, 53rd overall), 2017 NBA Draft","December 11, 2017",47,5.5,1.5,2.3,43.5,,75.7,48.8
Lavoy Allen,https://www.basketball-reference.com/players/a/allenla01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Morrisville, Pennsylvania
us",Temple,"Pennsbury in Fairless Hills, Pennsylvania","Philadelphia 76ers, 2nd round (20th pick, 50th overall), 2011 NBA Draft","January 7, 2012",388,4.8,4.8,1.0,47.1,,68.2,47.2
Lucius Allen,https://www.basketball-reference.com/players/a/allenlu01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Kansas City, Kansas
us",UCLA,"Wyandotte in Kansas City, Kansas","Seattle SuperSonics, 1st round (3rd pick, 3rd overall), 1969 NBA Draft","October 14, 1969",702,13.4,3.1,4.5,46.3,,76.0,
Malik Allen,https://www.basketball-reference.com/players/a/allenma01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,Will,Villanova,"Shawnee in Medford, New Jersey",,"November 30, 2001",478,4.9,2.8,0.5,43.9,,77.8,44.0
Randy Allen,https://www.basketball-reference.com/players/a/allenra01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Milton, Florida
us",Florida State,"Milton in Milton, Florida",,"March 9, 1989",70,3.6,2.1,0.3,44.2,,53.3,44.2
Ray Allen,https://www.basketball-reference.com/players/a/allenra02.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Merced, California
us",UConn,"Hillcrest in Dalzell, South Carolina","Minnesota Timberwolves, 1st round (5th pick, 5th overall), 1996 NBA Draft","November 1, 1996",1300,18.9,4.1,3.4,45.2,,89.4,53.0
Timmy Allen,https://www.basketball-reference.com/players/a/allenti01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Mesa, Arizona
us",,,,"April 6, 2024",5,2.6,3.4,1.0,26.1,,50.0,26.1
Tony Allen,https://www.basketball-reference.com/players/a/allento01.html,"Shooting Guard, Small Forward, and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard, Small Forward, and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",,"Crane Technical Preparatory in Chicago, Illinois","Boston Celtics, 1st round (25th pick, 25th overall), 2004 NBA Draft","November 3, 2004",820,8.1,3.5,1.3,47.5,,70.9,48.7
Willie Allen,https://www.basketball-reference.com/players/a/allenwi01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,,Miami (FL),"Richard Montgomery in Rockville, Maryland","Baltimore Bullets, 4th round (9th pick, 60th overall), 1971 NBA Draft",,7,1.9,2.0,0.6,30.8,,83.3,30.8
Odis Allison,https://www.basketball-reference.com/players/a/allisod01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,,UNLV,"McClymonds in Oakland, California","Golden State Warriors, 5th round (8th pick, 76th overall), 1971 NBA Draft","October 15, 1971",36,1.9,1.3,0.3,21.8,,54.1,
Lance Allred,https://www.basketball-reference.com/players/a/allrela01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Salt Lake City, Utah
us",,"East in Salt Lake City, Utah",,"March 17, 2008",3,1.0,0.3,0.0,25.0,,50.0,25.0
Darrell Allums,https://www.basketball-reference.com/players/a/allumda01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Los Angeles, California
us",UCLA,"Lynwood in Lynwood, California","Dallas Mavericks, 5th round (11th pick, 103rd overall), 1980 NBA Draft","October 11, 1980",22,2.7,3.0,1.1,34.3,,59.1,34.3
Morris Almond,https://www.basketball-reference.com/players/a/almonmo01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Dalton, Georgia
us",Rice University,"McEachern in Powder Springs, Georgia","Utah Jazz, 1st round (25th pick, 25th overall), 2007 NBA Draft","November 7, 2007",38,3.1,1.2,0.3,38.1,,74.3,41.2
Derrick Alston,https://www.basketball-reference.com/players/a/alstode01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Bronx, New York
us",Duquesne,"Hoboken in Hoboken, New Jersey","Philadelphia 76ers, 2nd round (6th pick, 33rd overall), 1994 NBA Draft","November 4, 1994",139,5.4,3.8,0.7,48.9,,48.7,49.0
Rafer Alston,https://www.basketball-reference.com/players/a/alstora01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"New York, New York
us",Fresno State,"Benjamin Cardozo in Bayside, New York","Milwaukee Bucks, 2nd round (10th pick, 39th overall), 1998 NBA Draft","February 17, 2000",671,10.1,2.8,4.8,38.3,,72.9,46.1
Peter Aluma,https://www.basketball-reference.com/players/a/alumape01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Lagos, Nigeria
ng",Liberty,"Okota Grammar School in Isolo, Nigeria",,"February 5, 1999",2,1.0,1.0,0.0,50.0,,-,50.0
Jose Alvarado,https://www.basketball-reference.com/players/a/alvarjo01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Brooklyn, New York
us",Georgia Tech,"Christ the King in Queens, New York",,"November 3, 2021",182,7.7,2.2,2.8,41.8,,74.3,50.7
John Amaechi,https://www.basketball-reference.com/players/a/amaecjo01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Boston, Massachusetts
us",,"St John's Jesuit in Toledo, Ohio",,"November 3, 1995",294,6.2,2.6,0.8,40.3,,67.1,40.3
Ashraf Amaya,https://www.basketball-reference.com/players/a/amayaas01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Oak Park, Ill",Southern Illinois,"Walther Lutheran in Melrose Park, Illinois",,"November 7, 1995",85,4.5,4.2,0.4,45.5,,63.3,45.7
Al-Farouq Aminu,https://www.basketball-reference.com/players/a/aminual01.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Atlanta, Georgia
us",Wake Forest,"Norcross in Norcross, Georgia","Los Angeles Clippers, 1st round (8th pick, 8th overall), 2010 NBA Draft","October 27, 2010",711,7.5,6.0,1.2,42.0,,74.6,47.8
Lou Amundson,https://www.basketball-reference.com/players/a/amundlo01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Ventura, California
us",UNLV,"Monarch in Louisville, Colorado",,"February 24, 2007",428,3.7,3.6,0.4,47.4,,44.4,47.4
Bob Anderegg,https://www.basketball-reference.com/players/a/anderbo01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Monroe, Wiscons",Michigan State,"Monroe in Monroe, Wisconsin","New York Knicks, 3rd round (6th pick, 22nd overall), 1959 NBA Draft","October 31, 1959",33,4.0,2.1,0.9,38.5,,54.8,
Chris Andersen,https://www.basketball-reference.com/players/a/anderch01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Long Beach, California
us",Blinn College,"Iola in Iola, Texas",,"November 23, 2001",695,5.4,5.0,0.5,53.2,,65.4,53.5
David Andersen,https://www.basketball-reference.com/players/a/anderda03.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Melbourne, Australia
au",,,"Atlanta Hawks, 2nd round (8th pick, 37th overall), 2002 NBA Draft","October 27, 2009",103,4.9,2.8,0.6,44.0,,67.4,47.8
Alan Anderson,https://www.basketball-reference.com/players/a/anderal01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,M,Michigan State,"DeLaSalle in Minneapolis, Minnesota",,"November 12, 2005",330,7.3,2.2,1.1,40.5,,81.6,48.4
Andy Anderson,https://www.basketball-reference.com/players/a/anderan01.html,"Shooting Guard and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Buffalo, New York
us",Canisius,"Maryvale in Cheektowaga, New York","Boston Celtics, 8th round (9th pick, 88th overall), 1967 NBA Draft",,194,10.7,2.7,1.7,41.0,,75.5,41.3
